almacen,cantidad,clase,cod_item,departamento,dolares_abono,dolares_cargo,dolares_saldo,empresa,estado_orden,estado_pago,facturas_vinculadas,fecha_transaccion,glosa,id_transaccion,item,linea_negocio,moneda,razon_social,soles_abono,soles_cargo,soles_saldo,unidad_medida,voucher_contable,actividad,macropartida,partida_presupuestaria,proyecto
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,1685.24,1685.24,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015455,02/01/2026,DIESEL B5 S-50,48759,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5758.48,5758.48,GALON,OC- 4400001297,,,,
PA ALMACEN GENERAL,2838.75,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,2527.86,2527.86,ALZA PERU PACKING SAC,Totalmente Facturada,Pago Parcial / Mixto,"F121-00015504, F121-00015505",03/01/2026,DIESEL B5 S-50,48761,DIESEL B5 S-50,,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,8637.71,8637.71,GALON,OC- 4400001299,,,,
PA ALMACEN GENERAL,3785,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,3424.61,3424.61,ALZA PERU PACKING SAC,Totalmente Facturada,Pago Parcial / Mixto,"F121-00015510, F121-00015511",05/01/2026,DIESEL B5 S-50,48766,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,11516.95,11516.95,GALON,OC- 4400001302,O0100-30001-30001-GLP / GASOLINA,O0100-ENERGÍA,O0100-30001-GLP / GASOLINA,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,1712.3,1712.3,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015533,06/01/2026,DIESEL B5 S-50,48770,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5758.48,5758.48,GALON,OC- 4400001306,O0100-30001-30001-GLP / GASOLINA,O0100-ENERGÍA,O0100-30001-GLP / GASOLINA,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,1648.04,1648.04,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015548,07/01/2026,DIESEL B5 S-50,48774,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001309,O0110-30050-30052-PLAN MOTIVACIONAL,O0110-GESTION HUMANA,O0110-30050-BIENESTAR SOCIAL,
PA ALMACEN GENERAL,2838.75,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,2511.75,2511.75,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015553,08/01/2026,DIESEL B5 S-50,48779,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,8447.03,8447.03,GALON,OC- 4400001312,O0100-30001-30001-GLP / GASOLINA,O0100-ENERGÍA,O0100-30001-GLP / GASOLINA,
PA ALMACEN GENERAL,4731.25,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,4186.26,4186.26,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,"F121-00015578, F121-00015579",09/01/2026,DIESEL B5 S-50,48781,DIESEL B5 S-50,,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,14078.39,14078.39,GALON,OC- 4400001314,,,,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,18949.53,18949.53,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015591,12/01/2026,DIESEL B5 S-50,48785,DIESEL B5 S-50,,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001316,,,,
PA ALMACEN GENERAL,2838.75,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,2472.06,2472.06,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015607,13/01/2026,DIESEL B5 S-50,48787,DIESEL B5 S-50,,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,8447.03,8447.03,GALON,OC- 4400001318,,,,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,18949.53,18949.53,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015609,14/01/2026,DIESEL B5 S-50,48792,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001322,O0100-30001-30001-GLP / GASOLINA,O0100-ENERGÍA,O0100-30001-GLP / GASOLINA,CAPEX000011:AMPLIACIÓN PACKING
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-MANTENIMIENTO PACKING,0,18949.53,18949.53,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015626,15/01/2026,DIESEL B5 S-50,48793,DIESEL B5 S-50,,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001323,,,,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,18949.53,18949.53,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015651,16/01/2026,DIESEL B5 S-50,50883,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001528,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1639.41,1639.41,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015650,16/01/2026,DIESEL B5 S-50,50885,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001529,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,18949.53,18949.53,ALZA PERU PACKING SAC,Parcialmente Recibida,Pagada Totalmente,F121-00015659,19/01/2026,DIESEL B5 S-50,50887,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001530,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1639.41,1639.41,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F121-00015663,20/01/2026,DIESEL B5 S-50,50889,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5631.36,5631.36,GALON,OC- 4400001531,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1697.18,1697.18,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015711,23/01/2026,DIESEL B5 S-50,65309,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5694.92,5694.92,GALON,OC- 4400001706,O0100-30001-30001-GLP / GASOLINA,O0100-ENERGÍA,O0100-30001-GLP / GASOLINA,
PA ALMACEN GENERAL,946.25,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,833.33,833.33,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015700,24/01/2026,DIESEL B5 S-50,47999,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,2847.5,2847.5,GALON,OC- 4400001059,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1666.64,1666.64,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015723,24/01/2026,DIESEL B5 S-50,48003,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5694.92,5694.92,GALON,OC- 4400001062,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,2838.75,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,2604.66,2604.66,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,"F121-00015739, F121-00015755",28/01/2026,DIESEL B5 S-50,48004,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,8730.83,8730.83,GALON,OC- 4400001063,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,2838.75,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,2610.79,2610.79,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,"F121-00015802, F121-00015803, F121-00015804",29/01/2026,DIESEL B5 S-50,48006,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,8733.08,8733.08,GALON,OC- 4400001065,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1702.52,1702.52,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F121-00015686,29/01/2026,DIESEL B5 S-50,50892,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5694.92,5694.92,GALON,OC- 4400001532,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,1892.5,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,1728.12,1728.12,ALZA PERU PACKING SAC,Pendiente de Facturar,Sin Factura,,03/02/2026,DIESEL B5 S-50,48116,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,5822.05,5822.05,GALON,OC- 4400001102,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,946.25,OPERACIONES PACKING,315,CO-GERENCIA PRODUCCION PACKING,0,865.12,865.12,ALZA PERU PACKING SAC,Pendiente de Facturar,Sin Factura,,05/02/2026,DIESEL B5 S-50,48178,DIESEL B5 S-50,FORMATOS VARIOS,Soles,20175642341 - ESTACION DE SERVICIOS SAN JOSE S.A.C.,0,2910.28,2910.28,GALON,OC- 4400001105,O0100-30000-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,O0100-ENERGÍA,O0100-30000-ENERGÍA ELÉCTRICA / PETRÓLEO,
PA ALMACEN GENERAL,3,OPERACIONES PACKING,3580,CO-GERENCIA PRODUCCION PACKING,0,80.2,80.2,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,E001-00000124,07/01/2026,LUBRICACION DE CLASIFICADORA WECO,72667,GRASA LIQUIDA GRADO ALIMENTARIO,FORMATOS VARIOS,Soles,20605479686 - ECREEA COMPANY S.A.C.,0,269.7,269.7,LITRO,OC- 4400001772,O0105-30017-30012-MANTENIMIENTO DE SISTEMA DE FRIO,O0105-OTROS COSTOS,O0105-30017-MANTENIMIENTO DE SISTEMA DE FRIO,
PA ALMACEN GENERAL,3.785,OPERACIONES PACKING,9045,CO-MANTENIMIENTO PACKING,0,15.74,15.74,ALZA PERU PACKING SAC,Pendiente Recepción,Pagada Totalmente,F003-00003362,28/01/2026,ACEITE HIDRAULICO AZOLLA 32,80457,ACEITE HIDRAULICO AZOLLA 32,FORMATOS VARIOS,US Dollar,20259572887 - ZAPLER S.A.C.,0,54.11,54.11,GALON,OC- 4400001865,O0105-30020-30015-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,O0105-OTROS COSTOS,O0105-30020-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,
PA ALMACEN GENERAL,3.785,OPERACIONES PACKING,1838,CO-MANTENIMIENTO PACKING,0,17.31,17.31,ALZA PERU PACKING SAC,Pendiente Recepción,Pagada Totalmente,F003-00003362,28/01/2026,ACEITE LUBRICANTE 80W90,80457,ACEITE LUBRICANTE 80W90,FORMATOS VARIOS,US Dollar,20259572887 - ZAPLER S.A.C.,0,59.51,59.51,GALON,OC- 4400001865,O0105-30020-30015-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,O0105-OTROS COSTOS,O0105-30020-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,
PA ALMACEN GENERAL,1,OPERACIONES PACKING,9083,CO-MANTENIMIENTO PACKING,0,4.01,4.01,ALZA PERU PACKING SAC,Pendiente Recepción,Pagada Totalmente,F003-00003362,28/01/2026,GRASA MULTIPROPOSITO AMARILLO EP2,80457,GRASA MULTIPROPOSITO AMARILLO EP2,FORMATOS VARIOS,US Dollar,20259572887 - ZAPLER S.A.C.,0,13.79,13.79,KILOGRAMO,OC- 4400001865,O0105-30020-30015-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,O0105-OTROS COSTOS,O0105-30020-MANTENIMINENTO DE MAQUINARIA Y VEHICULOS,
PA ALMACEN GENERAL,12,OPERACIONES PACKING,8740,CO-MANTENIMIENTO PACKING,0,1380,1380,ALZA PERU PACKING SAC,Pend. Facturación,Sin Factura,,07/04/2026,ACEITE POE 32 - BVA X 1 GALON,83225,ACEITE POE 32 - BVA X 1 GALON,FORMATOS VARIOS,US Dollar,20615594831 - POLAR TECH E.I.R.L.,0,4759.62,4759.62,UNIDAD,OC- 4400001920,O0105-30017-30012-MANTENIMIENTO DE SISTEMA DE FRIO,O0105-OTROS COSTOS,O0105-30017-MANTENIMIENTO DE SISTEMA DE FRIO,
PA ALMACEN GENERAL,2,OPERACIONES PACKING,14994,CO-MANTENIMIENTO PACKING,0,17.11,17.11,ALZA PERU PACKING SAC,Pendiente de Facturar,Sin Factura,,22/05/2026,LUBRICANTE WD40 AFLOJATODO 11 ONZAS,146654,LUBRICANTE WD40 AFLOJATODO 11 ONZAS,FORMATOS VARIOS,Soles,20611442221 - MEGA INDUSTRIA Y MINERIA S.A.C.,0,58.47,58.47,UNIDAD,OC- 4400003031,O0105-30017-30012-MANTENIMIENTO DE SISTEMA DE FRIO,O0105-OTROS COSTOS,O0105-30017-MANTENIMIENTO DE SISTEMA DE FRIO,
,1,OPERACIONES PACKING,5412,BIENESTAR SOCIAL PACKING,0,155.89,155.89,ALZA PERU PACKING SAC,Pendiente Recepción,Pagada Totalmente,E001-00000001,02/02/2026,BOCADITOS  VARIADOS,90759,BOCADITOS  VARIADOS,,Soles,10701556432 - JOHANA PEREA,0,523,523,UNIDAD,OS - 4500002687,O0108-30039-30034-BIENESTAR SOCIAL,O0108-GASTOS ADMINISTRATIVOS,O0108-30039-GASTOS DE RRHH,
PA ALMACEN GENERAL,100,OPERACIONES PACKING,295,CO-GERENCIA PACKING,0,277.2,277.2,ALZA PERU PACKING SAC,Parcialmente Recibida,Pagada Totalmente,"E001-00004000, E001-00004004, E001-00004006, E001-00004026",01/01/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,2211,RECARGA DE AGUA PARA CONSUMO DE 20 LT,FORMATOS VARIOS,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,932.21,932.21,UNIDAD,OC- 4400000006,C0007-10101-60030-MATERIALES VARIOS,C0007-VARIOS,C0007-10101-MATERIALES VARIOS,
PA ALMACEN GENERAL,10,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,27.72,27.72,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,E001-00004014,09/01/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,72646,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,93.22,93.22,UNIDAD,OC- 4400001769,,,,
PA ALMACEN GENERAL,5,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,27.72,27.72,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,E001-00004014,09/01/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,72646,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,93.22,93.22,UNIDAD,OC- 4400001769,,,,
PA ALMACEN GENERAL,111,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,296.07,296.07,ALZA PERU PACKING SAC,Parcialmente Recibida,Pago Parcial / Mixto,"E001-00004018, E001-00004021, E001-00004032, E001-00004035, E001-00004047, E001-00004056, E001-00004066, E001-00004083, E001-00004093, E001-00004116",12/01/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,72651,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,1034.75,1034.75,UNIDAD,OC- 4400001770,,,,
PA ALMACEN GENERAL,40,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,106.69,106.69,ALZA PERU PACKING SAC,Pend. Facturación,Pendiente de Pago,E001-00004146,01/04/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,81021,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,372.88,372.88,UNIDAD,OC- 4400001877,,,,
PA ALMACEN GENERAL,14,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,37.31,37.31,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,E001-00004184,06/05/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,125171,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,130.51,130.51,UNIDAD,OC- 4400002627,O0110-30050-30052-PLAN MOTIVACIONAL,O0110-GESTION HUMANA,O0110-30050-BIENESTAR SOCIAL,
PA ALMACEN GENERAL,25,OPERACIONES PACKING,295,CO-BIENESTAR SOCIAL PACKING,0,67.92,67.92,ALZA PERU PACKING SAC,Pendiente de Facturar,Pendiente de Pago,E001-00004203,20/05/2026,RECARGA DE AGUA PARA CONSUMO DE 20 LT,142872,RECARGA DE AGUA PARA CONSUMO DE 20 LT,,Soles,20603759100 - C & G INTERNATIONAL BUSINESS GROUP S.A.C.,0,233.05,233.05,UNIDAD,OC- 4400002944,O0110-30050-30052-PLAN MOTIVACIONAL,O0110-GESTION HUMANA,O0110-30050-BIENESTAR SOCIAL,
PA ALMACEN GENERAL,4,OPERACIONES PACKING,309,CO-MANTENIMIENTO PACKING,0,46.87,46.87,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00000815,02/01/2026,BOLSA PLASTICO NEGRA DE BASURA 140 LT,86623,BOLSA PLASTICO NEGRA DE BASURA 140 LT,,Soles,20611442221 - MEGA INDUSTRIA Y MINERIA S.A.C.,0,157.63,157.63,UNIDAD,OC- 4400001966,,,,
PA ALMACEN GENERAL,40,OPERACIONES PACKING,6624,CO-MANTENIMIENTO PACKING,0,120.96,120.96,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00000815,02/01/2026,BOLSAS MEDIANAS NEGRAS 30X45,86623,BOLSAS MEDIANAS NEGRAS 30X45,,Soles,20611442221 - MEGA INDUSTRIA Y MINERIA S.A.C.,0,406.78,406.78,PAQUETE,OC- 4400001966,,,,
PA ALMACEN GENERAL,1,OPERACIONES PACKING,6620,CO-CALIDAD PACKING,0,7.19,7.19,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00000915,11/02/2026,BOLSAS DE BASURA 150 LT,48290,BOLSAS DE BASURA 150 LT,FORMATOS VARIOS,Soles,20611442221 - MEGA INDUSTRIA Y MINERIA S.A.C.,0,24.58,24.58,PAQUETE,OC- 4400001154,O0105-30015-30010-INSUMOS DE HIGIENE Y LIMPIEZA,O0105-OTROS COSTOS,O0105-30015-INSUMOS DE HIGIENE Y LIMPIEZA,
PA ALMACEN GENERAL,1,OPERACIONES PACKING,309,CO-CALIDAD PACKING,0,7.3,7.3,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00000930,20/02/2026,309,48387,BOLSA PLASTICO NEGRA DE BASURA 140 LT,FORMATOS VARIOS,Soles,20611442221 - MEGA INDUSTRIA Y MINERIA S.A.C.,0,24.58,24.58,UNIDAD,OC- 4400001171,O0105-30015-30010-INSUMOS DE HIGIENE Y LIMPIEZA,O0105-OTROS COSTOS,O0105-30015-INSUMOS DE HIGIENE Y LIMPIEZA,
PA ALMACEN GENERAL,900000,SELLADO FLOWPACK,1845,CO-GERENCIA PRODUCCION PACKING,0,387000,387000,ALZA PERU PACKING SAC,Pendiente Recepción,Sin Factura,,26/03/2026,FLOW PACK 630MM,73893,FLOW PACK 630MM,FORMATOS VARIOS,US Dollar,20482309209 - FIAMMA S.A.C.,0,1342116,1342116,METRO,OC- 4400001788,O0106-30030-30024-MATERIALES DE EMBALAJE,O0106-COSTO DE CAMPAÑA PACKING,O0106-30030-MATERIALES DE EMBALAJE,
PA ALMACEN GENERAL,2,OPERACIONES PACKING,6620,CO-CALIDAD PACKING,0,13.19,13.19,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F001-00011979,07/05/2026,BOLSAS DE BASURA 150 LT,128599,BOLSAS DE BASURA 150 LT,FORMATOS VARIOS,Soles,20438728938 - CARVIT DISTRIBUIDORES DEL PERU S.A.C.,0,45.76,45.76,PAQUETE,OC- 4400002675,O0105-30015-30010-INSUMOS DE HIGIENE Y LIMPIEZA,O0105-OTROS COSTOS,O0105-30015-INSUMOS DE HIGIENE Y LIMPIEZA,
PA ALMACEN GENERAL,1,OPERACIONES PACKING,313,CO-CALIDAD PACKING,0,1.96,1.96,ALZA PERU PACKING SAC,Totalmente Facturada,Pendiente de Pago,F001-00011383,20/01/2026,BOTELLA DE PLASTICO ATOMIZADOR 1 LT,47074,BOTELLA DE PLASTICO ATOMIZADOR 1 LT,FORMATOS VARIOS,Soles,20438728938 - CARVIT DISTRIBUIDORES DEL PERU S.A.C.,0,6.61,6.61,UNIDAD,OC- 4400000974,O0105-30015-30010-INSUMOS DE HIGIENE Y LIMPIEZA,O0105-OTROS COSTOS,O0105-30015-INSUMOS DE HIGIENE Y LIMPIEZA,
PA ALMACEN GENERAL,4,OPERACIONES PACKING,3075,CO-SSOMA PACKING,0,42.84,42.84,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00009558,01/01/2026,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 35,13196,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 35,FORMATOS VARIOS,Soles,20609643197 - 3A SAFETY S.A.C.,0,144.07,144.07,PAR,OC- 4400000265,O0106-30033-30027-EPPS DE SEGURIDAD,O0106-COSTO DE CAMPAÑA PACKING,O0106-30033-EPPS DE SEGURIDAD,
PA ALMACEN GENERAL,4,OPERACIONES PACKING,335,CO-SSOMA PACKING,0,42.84,42.84,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00009558,01/01/2026,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 36,13196,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 36,FORMATOS VARIOS,Soles,20609643197 - 3A SAFETY S.A.C.,0,144.07,144.07,PAR,OC- 4400000265,O0106-30033-30027-EPPS DE SEGURIDAD,O0106-COSTO DE CAMPAÑA PACKING,O0106-30033-EPPS DE SEGURIDAD,
PA ALMACEN GENERAL,6,OPERACIONES PACKING,3076,CO-SSOMA PACKING,0,64.26,64.26,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00009558,01/01/2026,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 37,13196,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 37,FORMATOS VARIOS,Soles,20609643197 - 3A SAFETY S.A.C.,0,216.1,216.1,PAR,OC- 4400000265,O0106-30033-30027-EPPS DE SEGURIDAD,O0106-COSTO DE CAMPAÑA PACKING,O0106-30033-EPPS DE SEGURIDAD,
PA ALMACEN GENERAL,4,OPERACIONES PACKING,336,CO-SSOMA PACKING,0,42.84,42.84,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00009558,01/01/2026,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 38,13196,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 38,FORMATOS VARIOS,Soles,20609643197 - 3A SAFETY S.A.C.,0,144.07,144.07,PAR,OC- 4400000265,O0106-30033-30027-EPPS DE SEGURIDAD,O0106-COSTO DE CAMPAÑA PACKING,O0106-30033-EPPS DE SEGURIDAD,
PA ALMACEN GENERAL,2,OPERACIONES PACKING,337,CO-SSOMA PACKING,0,21.42,21.42,ALZA PERU PACKING SAC,Totalmente Facturada,Pagada Totalmente,F001-00009558,01/01/2026,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 39,13196,BOTIN P/ACERO PL/ANTIPERFORANTE PL/PU T. 39,FORMATOS VARIOS,Soles,20609643197 - 3A SAFETY S.A.C.,0,72.03,72.03,PAR,OC- 4400000265,O0106-30033-30027-EPPS DE SEGURIDAD,O0106-COSTO DE CAMPAÑA PACKING,O0106-30033-EPPS DE SEGURIDAD,
